threshold	FDR	shuffled_peaks	peaks
14.79	0.6955027131452598	24481.0	35199.0
14.78	0.6971598977563193	24547.0	35210.0
14.77	0.6968294967500213	24550.0	35231.0
14.76	0.6977673258910863	24627.0	35294.0
14.74	0.7010528103243335	24771.0	35334.0
14.73	0.7015406360424028	24817.0	35375.0
14.72	0.7039654051609621	24907.0	35381.0
14.71	0.708653628758761	25075.0	35384.0
14.7	0.7093575182234277	25107.0	35394.0
14.69	0.7103189175447021	25146.0	35401.0
14.68	0.7108307935432893	25189.0	35436.0
14.67	0.7154982798488523	25373.0	35462.0
14.65	0.7207880051857279	25575.0	35482.0
14.64	0.7211137414045767	25588.0	35484.0
14.61	0.7248356095093577	25794.0	35586.0
14.6	0.7240916338004532	25887.0	35751.0
14.59	0.7246340373226059	25939.0	35796.0
14.58	0.7266265261749456	26067.0	35874.0
14.57	0.7310229645093945	26262.0	35925.0
14.56	0.7368157404057551	26476.0	35933.0
14.55	0.7385437244372722	26544.0	35941.0
14.54	0.7383977977365626	26555.0	35963.0
14.53	0.7384328773217662	26557.0	35964.0
14.52	0.740832246065014	26687.0	36023.0
14.51	0.7437049362174154	26818.0	36060.0
14.5	0.745348160062117	26878.0	36061.0
14.49	0.7479834797793609	26985.0	36077.0
14.48	0.7470136046897468	27015.0	36164.0
14.47	0.7479337700749095	27058.0	36177.0
14.46	0.7497237874268037	27143.0	36204.0
14.45	0.7511315963788916	27215.0	36232.0
14.44	0.7537319610386027	27316.0	36241.0
14.43	0.7559596071073833	27399.0	36244.0
14.42	0.7569588126569009	27439.0	36249.0
14.41	0.7588648574183772	27543.0	36295.0
14.4	0.7591268968550693	27614.0	36376.0
14.39	0.7603891820580475	27666.0	36384.0
14.38	0.7603648652361459	27675.0	36397.0
14.37	0.7640918580375783	27816.0	36404.0
14.35	0.7647864934495423	27904.0	36486.0
14.33	0.770695749869838	28125.0	36493.0
14.32	0.7718981101068201	28182.0	36510.0
14.3	0.7792076225939819	28459.0	36523.0
14.29	0.7789404661074834	28510.0	36601.0
14.28	0.7809726659566916	28600.0	36621.0
14.27	0.7824022270134549	28668.0	36641.0
14.26	0.7820582630002723	28725.0	36730.0
14.25	0.7874285714285715	28938.0	36750.0
14.24	0.7901308451891951	29046.0	36761.0
14.23	0.7919545232007833	29117.0	36766.0
14.22	0.792760205607985	29149.0	36769.0
14.2	0.7960724665236169	29309.0	36817.0
14.16	0.8027201650559236	29569.0	36836.0
14.15	0.8033422858848105	29612.0	36861.0
14.14	0.8031444835998915	29628.0	36890.0
14.13	0.804179314830876	29671.0	36896.0
14.12	0.8062865497076024	29781.0	36936.0
14.1	0.8081744016424443	29917.0	37018.0
14.09	0.8092295236810148	29986.0	37055.0
14.08	0.809777490784836	30097.0	37167.0
14.07	0.8131167818440936	30239.0	37189.0
14.06	0.8129291845493563	30306.0	37280.0
14.05	0.8166407381578241	30446.0	37282.0
14.04	0.8176874028827091	30521.0	37326.0
14.03	0.8187826086956522	30602.0	37375.0
14.02	0.8212967420959717	30705.0	37386.0
14.01	0.832914304054777	31141.0	37388.0
13.99	0.8346826987307949	31238.0	37425.0
13.98	0.8325166444740346	31261.0	37550.0
13.97	0.8378184141180228	31476.0	37569.0
13.95	0.842106661706481	31691.0	37633.0
13.94	0.8429497396663479	31732.0	37644.0
13.92	0.8543413650355589	32195.0	37684.0
13.91	0.8561460295561275	32269.0	37691.0
13.9	0.8572943453248854	32338.0	37721.0
13.89	0.8601356004025636	32477.0	37758.0
13.88	0.8617350583379634	32571.0	37797.0
13.87	0.8623462504959661	32601.0	37805.0
13.81	0.8748181649871724	33076.0	37809.0
13.8	0.8755553204992595	33110.0	37816.0
13.79	0.8822487241187825	33364.0	37817.0
13.78	0.8820497912151805	33375.0	37838.0
13.77	0.8826294799672504	33419.0	37863.0
13.76	0.8842305356812842	33492.0	37877.0
13.73	0.8929532858273951	33834.0	37890.0
13.72	0.8948229026558008	33929.0	37917.0
13.71	0.8988296077604386	34098.0	37936.0
13.7	0.8982247273876627	34102.0	37966.0
13.69	0.9015776027812162	34232.0	37969.0
13.68	0.9075833750098707	34480.0	37991.0
13.66	0.9066915279163822	34525.0	38078.0
13.65	0.9126840406267223	34776.0	38103.0
13.64	0.9160307345343928	34931.0	38133.0
13.62	0.924417994966443	35261.0	38144.0
13.61	0.9274929223026109	35382.0	38148.0
13.56	0.9385151419888924	35825.0	38172.0
13.55	0.9460739422800178	36158.0	38219.0
13.54	0.9477549526945794	36263.0	38262.0
13.52	0.957219391088462	36628.0	38265.0
13.51	0.9572727747870172	36631.0	38266.0
13.5	0.9583605103185577	36733.0	38329.0
13.49	0.9629986962190352	36931.0	38350.0
13.47	0.9651756855385257	37028.0	38364.0
13.46	0.9695360099984377	37236.0	38406.0
13.45	0.9716360040594343	37339.0	38429.0
13.44	0.9730728204594531	37402.0	38437.0
13.42	0.9814449064449065	37766.0	38480.0
13.41	0.980753268312928	37810.0	38552.0
13.4	0.9823637731151282	37877.0	38557.0
13.38	0.9894262167625564	38178.0	38586.0
13.37	0.9938877521949704	38375.0	38611.0
13.36	0.9930408237181145	38385.0	38654.0
13.35	0.9962747380675204	38511.0	38655.0
13.34	0.9994053928285205	38658.0	38681.0
0.99	1.0	158954.0	128634.0
